epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,3517.23,0.76782,0.43363,1.17067,0.97341,0.95392,0.98495,0.65801,1.32678,0.52527,1.86939,0.00109,0.00109,0.00109
182,3538.78,0.76501,0.42121,1.17109,0.97001,0.96743,0.98851,0.66192,1.32439,0.51634,1.86524,0.0010405,0.0010405,0.0010405
183,3560.57,0.75501,0.42828,1.16756,0.97067,0.9702,0.98715,0.6645,1.33934,0.5166,1.88775,0.000991,0.000991,0.000991
184,3581.84,0.76484,0.42897,1.16773,0.96689,0.96743,0.98459,0.65728,1.34211,0.51371,1.89353,0.0009415,0.0009415,0.0009415
185,3602.34,0.75616,0.42439,1.16508,0.97376,0.96696,0.98747,0.65617,1.33236,0.5124,1.87489,0.000892,0.000892,0.000892
186,3623.16,0.74793,0.42162,1.16125,0.97034,0.96743,0.98718,0.65515,1.3357,0.5182,1.89046,0.0008425,0.0008425,0.0008425
187,3643.55,0.74852,0.42437,1.15631,0.97167,0.9544,0.98578,0.65562,1.34172,0.52661,1.88805,0.000793,0.000793,0.000793
188,3664.53,0.74672,0.42362,1.1557,0.97675,0.95779,0.99104,0.65563,1.34026,0.52148,1.88713,0.0007435,0.0007435,0.0007435
189,3684.27,0.75028,0.41835,1.15778,0.96427,0.9669,0.98766,0.66059,1.3371,0.52459,1.89026,0.000694,0.000694,0.000694
190,3703.5,0.73718,0.416,1.14423,0.96081,0.96091,0.98594,0.65983,1.33653,0.52526,1.90236,0.0006445,0.0006445,0.0006445
191,3737.58,0.66709,0.32468,1.12838,0.98376,0.94463,0.98671,0.64863,1.35975,0.52465,1.93708,0.000595,0.000595,0.000595
192,3756.68,0.63984,0.31122,1.10384,0.97277,0.95765,0.98905,0.64943,1.36301,0.52574,1.93633,0.0005455,0.0005455,0.0005455
193,3775.74,0.63527,0.30464,1.10058,0.97379,0.95114,0.98998,0.65585,1.36196,0.53213,1.93797,0.000496,0.000496,0.000496
194,3794.54,0.62278,0.30349,1.09383,0.98,0.95757,0.99116,0.65558,1.35884,0.53965,1.92903,0.0004465,0.0004465,0.0004465
195,3813.88,0.60977,0.29906,1.08162,0.97686,0.96235,0.99124,0.65793,1.35487,0.5396,1.9238,0.000397,0.000397,0.000397
196,3833.92,0.60055,0.29566,1.07874,0.97688,0.96357,0.98803,0.65865,1.35361,0.53756,1.92911,0.0003475,0.0003475,0.0003475
197,3853.29,0.60837,0.29548,1.07587,0.97367,0.96357,0.98954,0.6608,1.35456,0.52937,1.93512,0.000298,0.000298,0.000298
198,3873.29,0.59852,0.29105,1.07827,0.98124,0.9544,0.99032,0.66053,1.34821,0.52191,1.92902,0.0002485,0.0002485,0.0002485
199,3893.91,0.5924,0.28876,1.07215,0.97597,0.96091,0.9898,0.65963,1.34411,0.52549,1.92406,0.000199,0.000199,0.000199
200,3914.64,0.59623,0.29116,1.07285,0.97585,0.96091,0.99112,0.66257,1.34339,0.52601,1.92568,0.0001495,0.0001495,0.0001495
