epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,3405.27,0.78643,0.4323,1.21082,0.98473,0.94788,0.98606,0.66125,1.3297,0.48981,1.87828,0.0009415,0.0009415,0.0009415
185,3424.06,0.77034,0.4244,1.19971,0.98519,0.94788,0.98627,0.66245,1.33235,0.4873,1.87108,0.000892,0.000892,0.000892
186,3442.66,0.76428,0.41826,1.19919,0.98505,0.94788,0.98886,0.66333,1.33886,0.48806,1.87541,0.0008425,0.0008425,0.0008425
187,3461.03,0.76829,0.42109,1.19936,0.98879,0.94788,0.98616,0.66089,1.34543,0.48915,1.88696,0.000793,0.000793,0.000793
188,3479.42,0.77313,0.42435,1.20018,0.97649,0.947,0.98346,0.66213,1.3416,0.49613,1.88381,0.0007435,0.0007435,0.0007435
189,3497.8,0.76571,0.42351,1.19779,0.97992,0.95384,0.98608,0.6662,1.33748,0.50242,1.87698,0.000694,0.000694,0.000694
190,3516.32,0.75629,0.41778,1.18491,0.9803,0.9544,0.98675,0.66658,1.33371,0.50147,1.87417,0.0006445,0.0006445,0.0006445
191,3550.51,0.6913,0.32252,1.17355,0.96327,0.96091,0.9864,0.65403,1.3369,0.4968,1.88682,0.000595,0.000595,0.000595
192,3568.65,0.66498,0.30688,1.14746,0.94916,0.97298,0.98801,0.65632,1.33766,0.48947,1.88724,0.0005455,0.0005455,0.0005455
193,3586.92,0.64949,0.29717,1.13668,0.95213,0.97192,0.98927,0.66105,1.34702,0.49355,1.89682,0.000496,0.000496,0.000496
194,3605.21,0.63815,0.29951,1.1314,0.95524,0.97331,0.98928,0.65791,1.3545,0.49902,1.90831,0.0004465,0.0004465,0.0004465
195,3623.43,0.63783,0.29825,1.12482,0.94913,0.97245,0.98484,0.65777,1.35593,0.50149,1.91681,0.000397,0.000397,0.000397
196,3641.58,0.62786,0.29118,1.11778,0.95219,0.97307,0.98704,0.66057,1.35205,0.49665,1.91702,0.0003475,0.0003475,0.0003475
197,3659.82,0.62853,0.2933,1.11231,0.95889,0.96417,0.98709,0.66294,1.35143,0.49658,1.92086,0.000298,0.000298,0.000298
198,3678.09,0.61421,0.28698,1.11113,0.96729,0.96318,0.98732,0.6647,1.35039,0.49876,1.91979,0.0002485,0.0002485,0.0002485
199,3696.43,0.61234,0.28386,1.10501,0.9661,0.96417,0.98721,0.66063,1.35278,0.49574,1.92549,0.000199,0.000199,0.000199
200,3714.54,0.61096,0.28813,1.10857,0.9662,0.96417,0.98678,0.66185,1.34965,0.49383,1.92284,0.0001495,0.0001495,0.0001495
